StatId	DisplayName_en	Description_en	DisplayName_ru	Description_ru	IconName
UNI_Bow_SpellslotRecharge	Spellthief	A shiver of magic flows from this bow into your hand - like a promise.	Похититель заклинаний	Импульс магической энергии переходит из лука в твою руку, сжимающую его, будто обещая что-то.	
UNI_CONT_DEVIL_PuzzleBox_A	Mysterious Artefact		Таинственный артефакт		Item_Quest_Mysterious_Puzzlebox
UNI_DaisyDress	Elegant Robe	A draped robe made with lightweight fabric. Made for seduction rather than battle.	Элегантное платье	Платье из легкой ткани, уложенной изящными складками. Подходит больше для интимных вечеров, чем для битв.	Generated_UNI_DaisyDress
UNI_DaisyPlaysuit	Elegant Robe	A draped robe made with lightweight fabric. Made for seduction rather than battle.	Элегантное платье	Платье из легкой ткани, уложенной изящными складками. Подходит больше для интимных вечеров, чем для битв.	Generated_UNI_DaisyDress
UNI_Daisy_Boots	Dreamsome Boots		Сапоги сновидений		
UNI_Daisy_Plate	Dreamwalker Plate	A battle-burnished armour tempered with otherworldly steel.	Доспех сноходца	Доспех, закаленный потусторонней сталью, на котором видны следы многочисленных сражений.	Generated_UNI_Daisy_Plate
UNI_DoomHammer	Doom Hammer	Bringer of that which it is.	Роковой молот	Вершитель того, что должно.	
UNI_Druid_Helmet_Circlet	Key of the Ancients	The branches of this circlet are half-fossilised, passed down through generations of druids. Fabricated during the founding of the grove, the wreath is forever linked to its lands, the tiny rubies connected to its stones and structures, bidding them to do their bidding.	Ключ Древних	Ветви, из которых сплетен этот венец, почти окаменели от времени. Видно, что он передавался друидами из поколения в поколение. Венец был создан на заре существования этой рощи и навеки связан с землей, на которой она раскинулась. Даже крошечные рубины, которыми он украшен, соединены с камнями и постройками рощи и способны повелевать ими.	Item_UNI_Druid_Helmet_Circlet
UNI_GOB_SeluneAmulet	Amulet of Selûne's Chosen	The gems and pearls of this necklace have a brilliant shine to them, as if reflecting unseen moonlight.	Амулет избранных Селунэ	Драгоценные камни и жемчуг этого ожерелья сверкают, словно бы отражая невидимый лунный свет.	
UNI_HAG_Wand_SummonHusband	Second Marriage	Clumps of hair and flesh stick out from the twisted roots that make up the shaft of this wand. 'Connor' is scratched into the surface. 	Второй брак	Древко жезла образовано переплетенными корнями, с которых свисают клочья волос и плоти. На жезле нацарапано имя "Коннор".	Item_Wand_SummonHusbandStaff
UNI_LOOT_AdamantineForge_LongswordMold	Longsword Mould	Even in its bare outline, the longsword looks both regal and powerful.	Форма для длинного меча	Даже примерные контуры меча создают ощущение величия и власти.	Item_UNI_LOOT_AdamantineForge_LongswordMold
UNI_LOOT_AdamantineForge_MaceMold	Mace Mould	The sharpened edges of a mace look deadly in this sturdy mould.	Форма для булавы	Заостренные шипы булавы даже в форме внушают трепет.	Item_UNI_LOOT_AdamantineForge_MaceMold
UNI_LOOT_AdamantineForge_ScaleMold	Scale Mail Mould (Medium)	The cycloid scales etched into this mould would be perfect for scale mail armour.	Форма чешуйчатого доспеха (среднего)	Вытравленные в форме циклоидные чешуйки подошли бы для изготовления прекрасного доспеха.	Item_UNI_LOOT_AdamantineForge_ScalemailMold
UNI_LOOT_AdamantineForge_ScimitarMold	Scimitar Mould	Despite a dent in the mould's edge, the wicked shape of a scimitar is clear and well-defined.	Форма для скимитара	На краю формы видна выбоина, но она совсем не портит ясных и воинственных очертаний скимитара.	Item_UNI_LOOT_AdamantineForge_ScimitarMold
UNI_LOOT_AdamantineForge_ShieldMold	Shield Mould	As hefty as the mould seems, the shield it outlines promises to be all the more stalwart. 	Форма для щита	Благодаря массивному виду формы, будущий щит обещает быть необычайно прочным.	Item_UNI_LOOT_AdamantineForge_ShieldMold
UNI_LOOT_AdamantineForge_SplintMold	Splint Mould (Heavy)	Deep channels suggest a shell of thick metal bands - splint armour, proof against the fiercest of blows.	Форма для пластинчатого доспеха (тяжелого)	Глубокие канавки, похоже, формируют толстые металлические полосы – пластинчатый доспех, надежная защита от самых свирепых ударов.	Item_UNI_LOOT_AdamantineForge_SplintMold
