EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
UND_BLESS_STAFF_MYSTRA	StatusData	Mystra's Blessing	Additional 1d4 to &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; and weapon &lt;LSTag Tooltip="AttackRoll"&gt;attack rolls&lt;/LSTag&gt;, and an additional 2d4 to spell attack rolls.	Благословение Мистры	Дополнительно +1d4 к &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt; и &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; оружием. Дополнительно +2d4 к заклинаниям, использующим броски атаки.
UND_BLISS_SPORES	StatusData	Bliss Spores	Affected entity has a +[1] bonus to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt;, and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; until the next &lt;LSTag Tooltip="LongRest"&gt;Long Rest&lt;/LSTag&gt;.	Споры блаженства	Существо получает бонус +[1] к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;проверкам характеристик&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt; до следующего &lt;LSTag Tooltip="LongRest"&gt;долгого отдыха&lt;/LSTag&gt;.
UND_BOOOALBLESSING	StatusData	BOOOAL's Benediction	&lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip="BLEEDING"&gt;Bleeding&lt;/LSTag&gt; creatures, as long as there are kuo-toa to worship BOOOAL.	Благословение БУУАЛА	Покуда живы куо-тоа, поклоняющиеся БУУАЛУ, все ваши &lt;LSTag Tooltip="AttackRoll"&gt;броски атаки&lt;/LSTag&gt; по &lt;LSTag Type="Status" Tooltip="BLEEDING"&gt;кровоточащим&lt;/LSTag&gt; целям будут получать &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;.
UND_BOOOALGIFT	StatusData	BOOOAL's Blessing	The wielder has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip="BLEEDING"&gt;Bleeding&lt;/LSTag&gt; creatures, as long as there are kuo-toa to worship BOOOAL.	Благословение БУУАЛА	Покуда живы куо-тоа, поклоняющиеся БУУАЛУ, все &lt;LSTag Tooltip="AttackRoll"&gt;броски атаки&lt;/LSTag&gt; владельца по &lt;LSTag Type="Status" Tooltip="BLEEDING"&gt;кровоточащим&lt;/LSTag&gt; целям будут получать &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;.
UND_BOOOALSERVANT	StatusData	BOOOAL's Faithful	Chance to apply &lt;LSTag Type="Status" Tooltip="BLEEDING"&gt;Bleeding&lt;/LSTag&gt; to targets.	Слуга БУУАЛА	Шанс вызвать &lt;LSTag Type="Status" Tooltip="BLEEDING"&gt;кровотечение&lt;/LSTag&gt; при атаке.
UND_BOOOALSERVANT_WEAPON	StatusData	%%% EMPTY			
UND_BROODINGSOVEREIGN_INSPIRATION	StatusData	Brooding Inspiration	Glut's harmonies are inspiring. &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt;, &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;, and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; have a greater chance of succeeding.	Мрачное вдохновение	Гармонии Глота вдохновляют вас. &lt;LSTag Tooltip="AbilityCheck"&gt;Проверки&lt;/LSTag&gt;, &lt;LSTag Tooltip="AttackRoll"&gt;броски атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытания&lt;/LSTag&gt; имеют больше шансов на успех.
UND_BULETTE_BURROWTRAIL	StatusData	%%% EMPTY		ПУСТО	
UND_BULETTE_DESPAWNTIMER	StatusData	%%% EMPTY		ПУСТО	
UND_BULETTE_SPAWNTIMER	StatusData	%%% EMPTY		ПУСТО	
UND_DISGUISEDJOURNAL	StatusData	%%% EMPTY			
UND_FEARFULROTHE_AGITATED	StatusData	Agitated	The rothé is nervous and afraid - ready to attack at the slightest scare. Has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;.	Взбудораженный	Ротэ встревожен и перепуган, он нападет при малейшем поводе. Получает &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках урона&lt;/LSTag&gt;.
UND_GLUT_ENRAGE	StatusData	Frenzied Spores	Glut has increased hit points and Strength. It has access to more spore spells.	Бешеные споры	У Глота увеличены очки здоровья и сила. Он получает доступ к мощным заклинаниям спор.
UND_HARDWORK	StatusData	Dig Deep	Deals an additional [1] to Shattered targets when attacking them with Deep Delver.	Глубинная пика	Атакуя Глубинной пикой, наносит целям в состоянии разбитости [1] дополнительно.
UND_HARDWORK_TARGET	StatusData	Shattered	Imbued with the gnawing exhaustion of endless labour. &lt;br&gt;&lt;br&gt;Receives an additional [1] when struck by the war pick Deep Delver.	Разбитость	Вас наполняет грызущая усталость от бесконечных трудов. &lt;br&gt;&lt;br&gt;Получить дополнительно [1] при поражении Глубинной пикой.
UND_INJUREDGNOME_DUERGARANTIDOTE	StatusData	Duergar Antidote	Has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; against being Poisoned and &lt;LSTag Tooltip="Resistant"&gt;Resistance&lt;/LSTag&gt; to Poison damage.	Двергарское противоядие	&lt;LSTag Tooltip="Advantage"&gt;Преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; против отравления и &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону ядом.
UND_INJUREDGNOME_POISONED	StatusData	Duergar Poison	A rare poison has sickened the victim.	Двергарский яд	Жертва страдает от редкого яда.
UND_INVIGORATED	StatusData	Invigorated	Feeling spry. Jump distance doubled.	Воодушевление	Тело наливается упругой силой. Дистанция прыжков удваивается.
UND_INVIGORATINGSPORES	StatusData	Invigorated	Feeling spry. Jump distance doubled.	Воодушевление	Тело наливается упругой силой. Дистанция прыжков удваивается.
UND_JUSTICIAR_CHAINSHIRT_MAGIC_VFX	StatusData	%%% EMPTY			
UND_LAVABUBBLE	StatusData	Ready to Burst	This bubble is near to bursting.	Готовность к взрыву	Пузырь вот-вот лопнет.
UND_LAVABUBBLE_AURA	StatusData	%%% EMPTY			
UND_MINOTAUR_SET_RUSH	StatusData	%%% Minotaur Set Rush			
UND_MONKAMULET_ELEMENTALDISTURBANCE	StatusData	Magmatic Disturbance	The presence of this creature disturbs nearby lava, making it bubble and explode.	Возмущение магмы	Присутствие этого существа воздействует на ближайшие скопления лавы: лава начинает бурлить и взрываться.
UND_MONKAMULET_HAUNTED	StatusData	High Spirits	The amulet's spirit lingers, making everything seem just a little more vibrant. Must succeed a Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; when using the amulet's power, or become Hysterical.	Бодрость духа	Дух амулета замирает, и окружающее на миг видится ярче обычного. Пытаясь применить силу амулета, необходимо пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; на мудрость – или впасть в состояние истерии.
UND_MONKAMULET_MADNESS	StatusData	Hysterical	Knocked Prone out of sheer elation. Sides splitting, lungs gasping for air - you're enjoying yourself, aren't you?	Истерия	Чистейшее ликование буквально сбивает вас с ног. Бока раскалываются, легкие разрываются без воздуха – вы же просто наслаждаетесь, не так ли?
UND_MYCONIDAMULET_EVIL	StatusData	Tyrant Tongue	The Sovereign's spores have infused the vocal cords, instilling fear and doubt in any who listens. &lt;br&gt;&lt;br&gt;Has a +2 bonus on Intimidation &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Язык тирана	Споры владыки проникают в голосовые связки, внушая слушателям страх и сомнения. &lt;br&gt;&lt;br&gt;Дает бонус +2 при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; на устрашение.
UND_MYCONIDAMULET_GOOD	StatusData	Voice of the Circle	The Sovereign's spores have infused the vocal cords, making them echo with authority. &lt;br&gt;&lt;br&gt;Has a +2 bonus on Persuasion &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Голос круга	Споры владыки проникают в голосовые связки, заставляя их вибрировать властными нотками. &lt;br&gt;&lt;br&gt;Дает бонус +2 при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; на убеждение.
UND_NERE_COERCION	StatusData	Coerced	Forced to fight for Nere and takes [1] each turn.&lt;br&gt;&lt;br&gt;Ends upon taking any non-Psychic damage.	Неволя	Персонаж вынужден сражаться за Нере и получает по [1] каждый ход.&lt;br&gt;&lt;br&gt;Заканчивается при получении любого непсихического урона.
UND_NERE_COERCION_VFX	StatusData	%%% EMPTY			
UND_NERE_SHIELDOFSCREAMS	StatusData	Shield of Screams	Protected by the screams of his enemies.&lt;br&gt;&lt;br&gt;&lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; increased by 3, and attackers take [1] when they hit Nere with a melee attack.	Щит воплей	Защищен стеной вражеских воплей.&lt;br&gt;&lt;br&gt;&lt;LSTag Tooltip="ArmourClass"&gt;Класс брони&lt;/LSTag&gt; увеличивается на 3, а нападающие получают [1], попав по Нере в ближнем бою.
UND_NERE_SWORD_PSYCHIC_DAMAGE	StatusData	Weeping	Suffused with the cries of dead souls. Deals an additional [1].	Плач	Это оружие напоено слезами душ умерших и наносит дополнительно [1].
UND_NOBLESTALK	StatusData	Noblestalk	Restores a creature to full health and removes all conditions that negatively affect it.	Доброгриб	Полностью исцеляет существо и снимает с него все отрицательные состояния.
UND_RAPPORTSPORES	StatusData	Rapport Spores	Affected creatures can communicate telepathically with one another.	Споры взаимопонимания	Существа, на которых действует эффект, могут общаться друг с другом телепатически.
UND_SOB_DAZED	StatusData	Dazed	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Wisdom and Intelligence &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Дезориентация	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; мудрости и интеллекта.
UND_SOVEREIGNKEY	StatusData	Sovereign's Protection	Protected from the myconids' mushroom traps by the Sovereign's spore sac.	Защита владыки	Мешочек спор, данный владыкой, защищает от грибных ловушек миконидов.
UND_SPECTATOR_CHARMED	StatusData	Spectator's Charm	A feeble enchantment prevents this creature from attacking the spectator. Any damage could break it...	Обворожение наблюдателя	Слабые чары не дают этому существу нападать на наблюдателя. Любой урон их развеет.
UND_SPECTATOR_PETRIFIED_001	StatusData	Petrified	Petrified by unknown magic.	Окаменение	Окаменение от неизвестной магии.
UND_SPECTATOR_PETRIFIED_002	StatusData	Petrified	Petrified by unknown magic.	Окаменение	Окаменение от неизвестной магии.
UND_SPECTATOR_PETRIFIED_003	StatusData	Petrified	Petrified by unknown magic.	Окаменение	Окаменение от неизвестной магии.
